rowid,fiscal_year,agency_name,payee_name,payee_zip,amount,purpose_of_payment_baltimore_county_only,mbe,payee_name_clean,payee_zip5,payee_name_refined,slug
767,2019,BALTIMORE CITY PUBLIC SCHOOLS,STATE OF MARYLAND,21201,27457.65,NA,NA,STATE OF MARYLAND,21201,STATE OF MARYLAND,baltimore-city
768,2019,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE CHESAPEAKE BAY,21207,27500,NA,NA,BALTIMORE CHESAPEAKE BAY,21207,BALTIMORE CHESAPEAKE BAY,baltimore-city
769,2019,BALTIMORE CITY PUBLIC SCHOOLS,SHIFLETT & HORN SPORTING,21222,27618.7,NA,NA,SHIFLETT & HORN SPORTING,21222,SHIFLETT & HORN SPORTING,baltimore-city
770,2019,BALTIMORE CITY PUBLIC SCHOOLS,REGINALD ROBINSON,21214,27725,NA,NA,REGINALD ROBINSON,21214,REGINALD ROBINSON,baltimore-city
771,2019,BALTIMORE CITY PUBLIC SCHOOLS,MULTICORP FIRE PROTECTION SERVICES LLC,21046,27956.25,NA,NA,MULTICORP FIRE PROTECTION SERVICES LLC,21046,MULTICORP FIRE PROTECTION SERVICES LLC,baltimore-city
772,2019,BALTIMORE CITY PUBLIC SCHOOLS,PRESIDIO NETWORKED SOLUTIONS INC,19182,28082.87,NA,NA,PRESIDIO NETWORKED SOLUTIONS INC,19182,PRESIDIO NETWORKED SOLUTIONS,baltimore-city
773,2019,BALTIMORE CITY PUBLIC SCHOOLS,J VINTON SCHAFER & SONS INC,21009,28376.15,NA,NA,J VINTON SCHAFER & SONS INC,21009,J VINTON SCHAFER & SONS,baltimore-city
774,2019,BALTIMORE CITY PUBLIC SCHOOLS,FORUM CATERERS INC,21215,28635.61,NA,NA,FORUM CATERERS INC,21215,FORUM CATERERS INC,baltimore-city
775,2019,BALTIMORE CITY PUBLIC SCHOOLS,LEARNING WITHOUT TEARS,20878,28655.49,NA,NA,LEARNING WITHOUT TEARS,20878,LEARNING WITHOUT TEARS,baltimore-city
776,2019,BALTIMORE CITY PUBLIC SCHOOLS,CENTENNIAL CONTRACTORS ENTERPRISES INC,20772,28893.55,NA,NA,CENTENNIAL CONTRACTORS ENTERPRISES INC,20772,CENTENNIAL CONTRACTORS ENTERPRISES INC,baltimore-city
777,2019,BALTIMORE CITY PUBLIC SCHOOLS,HERMAN BORN & SONS INC,21224,28923.09,NA,NA,HERMAN BORN & SONS INC,21224,HERMAN BORN & SONS INC,baltimore-city
778,2019,BALTIMORE CITY PUBLIC SCHOOLS,TRANSACT COMMUNICATIONS INC,98036,29116,NA,NA,TRANSACT COMMUNICATIONS INC,98036,TRANSACT COMMUNICATIONS INC,baltimore-city
779,2019,BALTIMORE CITY PUBLIC SCHOOLS,"REMINGTON, VERNICK & WALBERG ENGINEERS",08033,29219.49,NA,NA,REMINGTON VERNICK & WALBERG ENGINEERS,08033,REMINGTON VERNICK & WALBERG ENGINEERS,baltimore-city
780,2019,BALTIMORE CITY PUBLIC SCHOOLS,NYS CHILD SUPPORT,12212,29339.96,NA,NA,NYS CHILD SUPPORT,12212,NYS CHILD SUPPORT,baltimore-city
781,2019,BALTIMORE CITY PUBLIC SCHOOLS,"STAFFING NETWORK HOLDINGS, LLC",60181,29400,NA,NA,STAFFING NETWORK HOLDINGS LLC,60181,STAFFING NETWORK HOLDINGS LLC,baltimore-city
782,2019,BALTIMORE CITY PUBLIC SCHOOLS,THE INCREDIBLE YEARS INC,98119,29578.69,NA,NA,THE INCEDIBLE YEARS INC,98119,THE INCEDIBLE YEARS INC,baltimore-city
783,2019,BALTIMORE CITY PUBLIC SCHOOLS,MARKS THOMAS ARCHITECTS INC,21230,30105.24,NA,NA,MARKS THOMAS ARCHITECTS INC,21230,MARKS THOMAS ARCHITECTS INC,baltimore-city
784,2019,BALTIMORE CITY PUBLIC SCHOOLS,PCS REVENUE CONTROL SYSTEMS INC,07632,30480,NA,NA,PCS REVENUE CONTROL SYSTEMS INC,07632,PCS REVENUE CONTROL SYSTEMS INC,baltimore-city
785,2019,BALTIMORE CITY PUBLIC SCHOOLS,MCGRAW-HILL EDUCATION,60694,30609.13,NA,NA,MCGRAW-HILL EDUCATION,60694,MCGRAW-HILL COMPANIES,baltimore-city
786,2019,BALTIMORE CITY PUBLIC SCHOOLS,BEHAVIORAL HEALTH SYSTEM BALTIMORE,21201,30682.4,NA,NA,BEHAVIORAL HEALTH SYSTEM BALTIMORE,21201,BEHAVIORAL HEALTH SYSTEM BALTIMORE,baltimore-city
787,2019,BALTIMORE CITY PUBLIC SCHOOLS,LRP PUBLICATIONS INC,33418,30947.27,NA,NA,LRP PUBLICATIONS INC,33418,LRP PUBLICATIONS,baltimore-city
788,2019,BALTIMORE CITY PUBLIC SCHOOLS,MARINER FINANCE LLC,21236,31004.64,NA,NA,MARINER FINANCE LLC,21236,MARINER FINANCE LLC,baltimore-city
789,2019,BALTIMORE CITY PUBLIC SCHOOLS,EDUCATION LOGISTICS INC,59808,31070,NA,NA,EDUCATION LOGISTICS INC,59808,EDUCATION LOGISTICS INC,baltimore-city
790,2019,BALTIMORE CITY PUBLIC SCHOOLS,FOLLETT SCHOOL SOLUTIONS,60050,31183.88,NA,NA,FOLLETT SCHOOL SOLUTIONS,60050,FOLLETT CORP,baltimore-city
791,2019,BALTIMORE CITY PUBLIC SCHOOLS,ADP INC,02284,31441.24,NA,NA,ADP INC,02284,ADP INC,baltimore-city
792,2019,BALTIMORE CITY PUBLIC SCHOOLS,STRATEGIC EDTECH,20001,31528,NA,NA,STRATEGIC EDTECH,20001,STRATEGIC EDTECH,baltimore-city
793,2019,BALTIMORE CITY PUBLIC SCHOOLS,AKRIS LLC,21117,31819.3,NA,NA,AKRIS LLC,21117,AKRIS LLC,baltimore-city
794,2019,BALTIMORE CITY PUBLIC SCHOOLS,MOVE THIS WORLD,10013,31826,NA,NA,MOVE THIS WORLD,10013,MOVE THIS WORLD,baltimore-city
795,2019,BALTIMORE CITY PUBLIC SCHOOLS,KCI TECHNOLOGIES INC,21152,31920,NA,NA,KCI TECHNOLOGIES INC,21152,KCI TECHNOLOGIES INC,baltimore-city
796,2019,BALTIMORE CITY PUBLIC SCHOOLS,COMPUDATA SYSTEMS INC,20721,31936.97,NA,NA,COMPUDATA SYSTEMS INC,20721,COMPUDATA SYSTEMS INC,baltimore-city
797,2019,BALTIMORE CITY PUBLIC SCHOOLS,ENEL X NORTHAMERICA INC,15251,32184,NA,NA,ENEL X NORTHAMERICA INC,15251,ENEL X NORTH AMERICA INC,baltimore-city
798,2019,BALTIMORE CITY PUBLIC SCHOOLS,DAVID J CARLIN,21093,32339.83,NA,NA,DAVID J CARLIN,21093,DAVID J CARLIN,baltimore-city
799,2019,BALTIMORE CITY PUBLIC SCHOOLS,GLOBAL KNOWLEDGE,60673,32377.5,NA,NA,GLOBAL KNOWLEDGE,60673,GLOBAL KNOWLEDGE,baltimore-city
800,2019,BALTIMORE CITY PUBLIC SCHOOLS,SPECIAL COUNSEL INC,60055,32541.5,NA,NA,SPECIAL COUNSEL INC,60055,SPECIAL COUNSEL INC,baltimore-city
801,2019,BALTIMORE CITY PUBLIC SCHOOLS,WALTER WILSON,21136,32565.5,NA,NA,WALTER WILSON,21136,WALTER WILSON,baltimore-city
802,2019,BALTIMORE CITY PUBLIC SCHOOLS,DIDAX EDUCATIONAL RESOURCES,01969,32735.62,NA,NA,DIDAX EDUCATIONAL RESOURCES,01969,DIDAX EDUCATIONAL RESOURCES,baltimore-city
803,2019,BALTIMORE CITY PUBLIC SCHOOLS,SCHUTT RECONDITIONING,02284,33525.4,NA,NA,SCHUTT RECONDITIONING,02284,SCHUTT RECONDITIONING,baltimore-city
804,2019,BALTIMORE CITY PUBLIC SCHOOLS,PROQUEST LLC,60674,33565,NA,NA,PROQUEST LLC,60674,PROQUEST LLC,baltimore-city
805,2019,BALTIMORE CITY PUBLIC SCHOOLS,PERFORMANT RECOVERY INC,75320,33757.57,NA,NA,PERFORMANT RECOVERY INC,75320,PERFORMANT RECOVERY INC,baltimore-city
806,2019,BALTIMORE CITY PUBLIC SCHOOLS,MARYLAND ASSOCIATION OF STUDENT COUNCILS,21050,33835,NA,NA,MARYLAND ASSOCIATION OF STUDENT COUNCILS,21050,MARYLAND ASSOCIATION OF STUDENT COUNCILS,baltimore-city
807,2019,BALTIMORE CITY PUBLIC SCHOOLS,DONNA L BANNING,21030,33875,NA,NA,DONNA L BANNING,21030,DONNA L BANNING,baltimore-city
808,2019,BALTIMORE CITY PUBLIC SCHOOLS,US GAMES INC,75209,34012.93,NA,NA,US GAMES INC,75209,US GAMES INC,baltimore-city
809,2019,BALTIMORE CITY PUBLIC SCHOOLS,KAYCO ENVIRONMENTAL CORP,21050,34035,NA,NA,KAYCO ENVIRONMENTAL CORP,21050,KAYCO ENVIRONMENTAL CORP,baltimore-city
810,2019,BALTIMORE CITY PUBLIC SCHOOLS,PATRICK AND LAURETTE O'MALLEY,21212,34263.97,NA,NA,PATRICK AND LAURETTE O'MALLEY,21212,PATRICK AND LAURETTE O'MALLEY,baltimore-city
811,2019,BALTIMORE CITY PUBLIC SCHOOLS,LAW OFFICES OF MARK MARTIN PA,21201,34431.96,NA,NA,LAW OFFICES OF MARK MARTIN PA,21201,LAW OFFICES OF MARK MARTIN PA,baltimore-city
812,2019,BALTIMORE CITY PUBLIC SCHOOLS,MIDDLEBURY INTERACTIVE LANGUAGES LLC,05753,34475,NA,NA,MIDDLEBURY INTERACTIVE LANGUAGES LLC,05753,MIDDLEBURY INTERACTIVE LANGUAGES LLC,baltimore-city
813,2019,BALTIMORE CITY PUBLIC SCHOOLS,EIS TECHNOLOGIES INC,30097,34837.17,NA,NA,EIS TECHNOLOGIES INC,30097,EIS TECHNOLOGIES INC,baltimore-city
814,2019,BALTIMORE CITY PUBLIC SCHOOLS,MATTHEW DAVID MONGAN,21218,34877.78,NA,NA,MATTHEW DAVID MONGAN,21218,MATTHEW DAVID MONGAN,baltimore-city
815,2019,BALTIMORE CITY PUBLIC SCHOOLS,GOUCHER COLLEGE,21204,35139,NA,NA,GOUCHER COLLEGE,21204,GOUCHER COLLEGE,baltimore-city
816,2019,BALTIMORE CITY PUBLIC SCHOOLS,THE TASA GROUP INC,19422,35528.28,NA,NA,THE TASA GROUP INC,19422,THE TASA GROUP INC,baltimore-city
817,2019,BALTIMORE CITY PUBLIC SCHOOLS,UPTOWN PRESS INC,21211,35897.04,NA,NA,UPTOWN PRESS INC,21211,UPTOWN PRESS INC,baltimore-city
818,2019,BALTIMORE CITY PUBLIC SCHOOLS,ALLOVUE,21201,36000,NA,NA,ALLOVUE,21201,ALLOVUE,baltimore-city
819,2019,BALTIMORE CITY PUBLIC SCHOOLS,ACS SUPPORT - STOP 5050,64121,36013.32,NA,NA,ACS SUPPORT - STOP 5050,64121,ACS SUPPORT - STOP 5050,baltimore-city
820,2019,BALTIMORE CITY PUBLIC SCHOOLS,YORK ADAMS TAX BUREAU,17405,36480.89,NA,NA,YORK ADAMS TAX BUREAU,17405,YORK ADAMS TAX BUREAU,baltimore-city
821,2019,BALTIMORE CITY PUBLIC SCHOOLS,NATIONAL INSTITUTE FOR DIRECT INSTRUCTION,97440,36769.08,NA,NA,NATIONAL INSTITUTE FOR DIRECT INSTRUCTION,97440,NATIONAL INSTITUTE FOR DIRECT INSTRUCTION,baltimore-city
822,2019,BALTIMORE CITY PUBLIC SCHOOLS,FRANKLIN COVEY PRODUCTS LLC,84125,36798.12,NA,NA,FRANKLIN COVEY PRODUCTS LLC,84125,FRANKLIN COVEY CLIENT SALES,baltimore-city
823,2019,BALTIMORE CITY PUBLIC SCHOOLS,BON SECOURS COMMUNITY WORKS,21223,37090.15,NA,NA,BON SECOURS COMMUNITY WORKS,21223,BON SECOURS COMMUNITY WORKS,baltimore-city
824,2019,BALTIMORE CITY PUBLIC SCHOOLS,SHERWIN WILLIAMS,21209,37370.99,NA,NA,SHERWIN WILLIAMS,21209,SHERWIN-WILLIAMS COMPANY,baltimore-city
825,2019,BALTIMORE CITY PUBLIC SCHOOLS,SMART STEPS,21215,37381.97,NA,NA,SMART STEPS,21215,SMART STEPS,baltimore-city
826,2019,BALTIMORE CITY PUBLIC SCHOOLS,LEGACY PARTNERS INTERNATIONAL,06525,37390,NA,NA,LEGACY PARTNERS INTERNATIONAL,06525,LEGACY PARTNERS INTERNATIONAL,baltimore-city
827,2019,BALTIMORE CITY PUBLIC SCHOOLS,ROBERT HALF INTERNATIONAL INC,60693,37407.39,NA,NA,ROBERT HALF INTERNATIONAL INC,60693,ROBERT HALF INTERNATIONAL INC,baltimore-city
828,2019,BALTIMORE CITY PUBLIC SCHOOLS,CHARM CITY EVENT DESIGN,21217,37754.51,NA,NA,CHARM CITY EVENT DESIGN,21217,CHARM CITY EVENT DESIGN,baltimore-city
829,2019,BALTIMORE CITY PUBLIC SCHOOLS,RADIO ONE INC,28260,37909.4,NA,NA,RADIO ONE INC,28260,RADIO ONE INC,baltimore-city
830,2019,BALTIMORE CITY PUBLIC SCHOOLS,NJ FAMILY SUPP,08650,37947.12,NA,NA,NJ FAMILY SUPP,08650,NJ FAMILY SUPP,baltimore-city
831,2019,BALTIMORE CITY PUBLIC SCHOOLS,MONTGOMERY COUNTY PUBLIC SCHOOLS,20850,38104,NA,NA,MONTGOMERY COUNTY PUBLIC SCHOOLS,20850,MONTGOMERY COUNTY PUBLIC SCHOOLS,baltimore-city
832,2019,BALTIMORE CITY PUBLIC SCHOOLS,SPECIALIZED EDUCATION OF MD INC,08103,39001.53,NA,NA,SPECIALIZED EDUCATION OF MD INC,08103,SPECIALIZED EDUCATION OF MD INC,baltimore-city
833,2019,BALTIMORE CITY PUBLIC SCHOOLS,ST MARKS EVANGELICAL LUTHERAN CHURCH,21218,39523.12,NA,NA,ST MARKS EVANGELICAL LUTHERAN CHURCH,21218,ST MARKS EVANGELICAL LUTHERAN CHURCH,baltimore-city
834,2019,BALTIMORE CITY PUBLIC SCHOOLS,ADCIEO LLC,21224,40000,NA,NA,ADCIEO LLC,21224,ADCIEO LLC,baltimore-city
835,2019,BALTIMORE CITY PUBLIC SCHOOLS,COBB PEDIATRIC SPEECH SERVICES INC,30144,40194,NA,NA,COBB PEDIATRIC SPEECH SERVICES INC,30144,COBB PEDIATRIC SPEECH SERVICES INC,baltimore-city
836,2019,BALTIMORE CITY PUBLIC SCHOOLS,"NLD STATEGIC, LLC",21133,40350,NA,NA,NLD STATEGIC LLC,21133,NLD STATEGIC LLC,baltimore-city
837,2019,BALTIMORE CITY PUBLIC SCHOOLS,B & H PHOTO - VIDEO INC,10001,40611.8,NA,NA,B & H PHOTO - VIDEO INC,10001,B & H PHOTO - VIDEO INC,baltimore-city
838,2019,BALTIMORE CITY PUBLIC SCHOOLS,VISUAL SOUND INC,19008,40829.81,NA,NA,VISUAL SOUND INC,19008,VISUAL SOUND INC,baltimore-city
839,2019,BALTIMORE CITY PUBLIC SCHOOLS,INTERNAL REVENUE SERVICE,64999,40830.9,NA,NA,INTERNAL REVENUE SERVICE,64999,INTERNAL REVENUE SERVICE,baltimore-city
840,2019,BALTIMORE CITY PUBLIC SCHOOLS,COLEEN VICENTA REYES,21076,41750,NA,NA,COLEEN VICENTA REYES,21076,COLEEN VICENTA REYES,baltimore-city
841,2019,BALTIMORE CITY PUBLIC SCHOOLS,INTAC INC,20910,41885.43,NA,NA,INTAC INC,20910,INTAC INC,baltimore-city
842,2019,BALTIMORE CITY PUBLIC SCHOOLS,BIDDLE STREET CATERING,21202,41959.94,NA,NA,BIDDLE STREET CATERING,21202,BIDDLE STREET CATERING,baltimore-city
843,2019,BALTIMORE CITY PUBLIC SCHOOLS,WESTED,94107,42000,NA,NA,WESTED,94107,WESTED,baltimore-city
844,2019,BALTIMORE CITY PUBLIC SCHOOLS,FORENSISGROUP INC,91101,42487.2,NA,NA,FORENSISGROUP INC,91101,FORENSISGROUP INC,baltimore-city
845,2019,BALTIMORE CITY PUBLIC SCHOOLS,AUDIO VISUAL INNOVATIONS INC,21264,43049.79,NA,NA,AUDIO VISUAL INNOVATIONS INC,21264,AUDIO VISUAL INNOVATIONS INC,baltimore-city
846,2019,BALTIMORE CITY PUBLIC SCHOOLS,SCRIBBLES SOFTWARE LLC,28134,43903.91,NA,NA,SCRIBBLES SOFTWARE LLC,28134,SCRIBBLES SOFTWARE LLC,baltimore-city
847,2019,BALTIMORE CITY PUBLIC SCHOOLS,PLEXUS GROUP,21206,44321.76,NA,NA,PLEXUS GROUP,21206,PLEXUS GROUP,baltimore-city
848,2019,BALTIMORE CITY PUBLIC SCHOOLS,SCHOOLDUDE.COM,31193,44646.76,NA,NA,SCHOOLDUDECOM,31193,SCHOOLDUDECOM,baltimore-city
849,2019,BALTIMORE CITY PUBLIC SCHOOLS,RETRO ENVIRONMENTAL INC,21784,44675,NA,NA,RETRO ENVIRONMENTAL INC,21784,RETRO ENVIRONMENTAL INC,baltimore-city
850,2019,BALTIMORE CITY PUBLIC SCHOOLS,NATIONAL TRAINING NETWORK INC,27358,45000,NA,NA,NATIONAL TRAINING NETWORK INC,27358,NATIONAL TRAINING NETWORK INC,baltimore-city
851,2019,BALTIMORE CITY PUBLIC SCHOOLS,"SCHRIER, TOLIN & WAGMAN ,LLC",20850,45012.6,NA,NA,"SCHRIER TOLIN & WAGMAN ,LLC",20850,"SCHRIER TOLIN & WAGMAN ,LLC",baltimore-city
852,2019,BALTIMORE CITY PUBLIC SCHOOLS,MIND WING CONCEPTS,01105,45105.36,NA,NA,MIND WING CONCEPTS,01105,MINDWING CONCEPTS,baltimore-city
853,2019,BALTIMORE CITY PUBLIC SCHOOLS,MEDISCAN INC,90074,45110,NA,NA,MEDISCAN INC,90074,MEDISCAN INC,baltimore-city
854,2019,BALTIMORE CITY PUBLIC SCHOOLS,L&J WASTE RECYCLING LLC,21218,45129.29,NA,NA,L&J WASTE RECYCLING LLC,21218,L&J WASTE RECYCLING LLC,baltimore-city
855,2019,BALTIMORE CITY PUBLIC SCHOOLS,ROSETTA STONE,60055,45281.2,NA,NA,ROSETTA STONE,60055,ROSETTA STONE,baltimore-city
856,2019,BALTIMORE CITY PUBLIC SCHOOLS,JOHN BRAWNER CONTRACTING CO INC,21031,45494,NA,NA,JOHN BRAWNER CONTRACTING CO INC,21031,JOHN W BRAWNER CONTRACTING,baltimore-city
857,2019,BALTIMORE CITY PUBLIC SCHOOLS,JOHNSON MIRMIRAN AND THOMPSON INC,21152,45546.61,NA,NA,JOHNSON MIRMIRAN AND THOMPSON INC,21152,JOHNSON MIRMIRAN & THOMPSON,baltimore-city
858,2019,BALTIMORE CITY PUBLIC SCHOOLS,"IDEMIA IDENTITY & SECURITY USA, LLC",37066,45631,NA,NA,IDEMIA IDENTITY & SECURITY USA LLC,37066,IDEMIA IDENTITY & SECURITY USA LLC,baltimore-city
859,2019,BALTIMORE CITY PUBLIC SCHOOLS,FIRST BOOK,20004,45740,NA,NA,FIRST BOOK,20004,FIRST BOOK,baltimore-city
860,2019,BALTIMORE CITY PUBLIC SCHOOLS,CUMBERLAND THERAPY SERVICES,60613,46077.51,NA,NA,CUMBERLAND THERAPY SERVICES,60613,CUMBERLAND THERAPY SERVICES,baltimore-city
861,2019,BALTIMORE CITY PUBLIC SCHOOLS,"COHN, GOLD & DEUTSCH",21204,46824.81,NA,NA,COHN GOLD & DEUTSCH,21204,COHN GOLD & DEUTSCH,baltimore-city
862,2019,BALTIMORE CITY PUBLIC SCHOOLS,DISCOVERY EDUCATION,21279,47095,NA,NA,DISCOVERY EDUCATION,21279,DISCOVERY EDUCATION,baltimore-city
863,2019,BALTIMORE CITY PUBLIC SCHOOLS,"AVI ANALYTICS, LLC",02459,47437.5,NA,NA,AVI ANALYTICS LLC,02459,AVI ANALYTICS LLC,baltimore-city
864,2019,BALTIMORE CITY PUBLIC SCHOOLS,NOTRE DAME OF MARYLAND UNIVERSITY INC,21210,47562.5,NA,NA,NOTRE DAME OF MARYLAND UNIVERSITY INC,21210,NOTRE DAME OF MARYLAND UNIVERSITY INC,baltimore-city
865,2019,BALTIMORE CITY PUBLIC SCHOOLS,K12 INSIGHT LLC,20171,48000,NA,NA,K12 INSIGHT LLC,20171,K12 INSIGHT LLC,baltimore-city
866,2019,BALTIMORE CITY PUBLIC SCHOOLS,BMW CONSTRUCTION SPECIALISTS INC,21226,48157,NA,NA,BMW CONSTRUCTION SPECIALISTS INC,21226,BMW CONSTRUCTION SPECIALISTS INC,baltimore-city
867,2019,BALTIMORE CITY PUBLIC SCHOOLS,DONALD B RICE TIRE CO INC,21227,48571.88,NA,NA,DONALD B RICE TIRE CO INC,21227,DONALD B RICE TIRE CO,baltimore-city
868,2019,BALTIMORE CITY PUBLIC SCHOOLS,DLR GROUP SORG,20004,48800,NA,NA,DLR GROUP SORG,20004,DLR GROUP SORG,baltimore-city
869,2019,BALTIMORE CITY PUBLIC SCHOOLS,STAFFING OPTIONS & SOLUTIONS,46206,49000,NA,NA,STAFFING OPTIONS & SOLUTIONS,46206,STAFFING OPTIONS & SOLUTIONS,baltimore-city
870,2019,BALTIMORE CITY PUBLIC SCHOOLS,CLARY BUSINESS MACHINES,92121,49336,NA,NA,CLARY BUSINESS MACHINES,92121,CLARY BUSINESS MACHINES,baltimore-city
871,2019,BALTIMORE CITY PUBLIC SCHOOLS,BEAT THE STREETS BALTIMORE,21001,50300,NA,NA,BEAT THE STREETS BALTIMORE,21001,BEAT THE STREETS BALTIMORE,baltimore-city
872,2019,BALTIMORE CITY PUBLIC SCHOOLS,EDUCATORS FINANCIAL GROUP,21044,50344.64,NA,NA,EDUCATORS FINANCIAL GROUP,21044,EDUCATORS FINANCIAL GROUP,baltimore-city
873,2019,BALTIMORE CITY PUBLIC SCHOOLS,TEACHER CREATED MATERIALS INC,92649,50460.1,NA,NA,TEACHER CREATED MATERIALS INC,92649,TEACHER CREATED MATERIALS INC,baltimore-city
874,2019,BALTIMORE CITY PUBLIC SCHOOLS,JEFFREY TAPPER,21117,50789.34,NA,NA,JEFFREY TAPPER,21117,JEFFREY TAPPER,baltimore-city
875,2019,BALTIMORE CITY PUBLIC SCHOOLS,"POINSETTE BUS SERVICES, LLC",21208,50846.01,NA,NA,POINSETTE BUS SERVICES LLC,21208,POINSETTE BUS SERVICES LLC,baltimore-city
876,2019,BALTIMORE CITY PUBLIC SCHOOLS,BURMAX CO INC,11742,51536.9,NA,NA,BURMAX CO INC,11742,BURMAX CO INC,baltimore-city
877,2019,BALTIMORE CITY PUBLIC SCHOOLS,PA SCDU,17106,51667.55,NA,NA,PA SCDU,17106,PA SCDU,baltimore-city
878,2019,BALTIMORE CITY PUBLIC SCHOOLS,AES/PHEAA,17105,51679.01,NA,NA,AES/PHEAA,17105,AES/PHEAA,baltimore-city
879,2019,BALTIMORE CITY PUBLIC SCHOOLS,ST MARYS COUNTY PUBLIC SCHOOLS,20650,52091.54,NA,NA,ST MARYS COUNTY PUBLIC SCHOOLS,20650,ST MARYS COUNTY PUBLIC SCHOOLS,baltimore-city
880,2019,BALTIMORE CITY PUBLIC SCHOOLS,DAVEY TREE EXPERT COMPANY,44101,52503.03,NA,NA,DAVEY TREE EXPERT COMPANY,44101,DAVEY TREE EXPERT COMPANY,baltimore-city
881,2019,BALTIMORE CITY PUBLIC SCHOOLS,MARYLAND ASSOCIATION OF BOARDS OF EDUCATION,21401,52559,NA,NA,MARYLAND ASSOCIATION OF BOARDS OF EDUCATION,21401,MARYLAND ASSOCIATION OF BOARDS OF EDUCATION,baltimore-city
882,2019,BALTIMORE CITY PUBLIC SCHOOLS,RE-STREAM,02453,52725,NA,NA,RE-STREAM,02453,RE-STREAM,baltimore-city
883,2019,BALTIMORE CITY PUBLIC SCHOOLS,LEONARD PAPER CO,21205,52732.14,NA,NA,LEONARD PAPER CO,21205,LEONARD PAPER CO,baltimore-city
884,2019,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE CITY COMMUNITY COLLEGE,21215,53076.36,NA,NA,BALTIMORE CITY COMMUNITY COLLEGE,21215,BALTIMORE CITY COMMUNITY COLLEGE,baltimore-city
885,2019,BALTIMORE CITY PUBLIC SCHOOLS,IO EDUCATION LLC,92618,53251.2,NA,NA,IO EDUCATION LLC,92618,IO EDUCATION LLC,baltimore-city
886,2019,BALTIMORE CITY PUBLIC SCHOOLS,ARTS EVERY DAY INC,21201,53425.38,NA,NA,ARTS EVERY DAY INC,21201,ARTS EVERY DAY INC,baltimore-city
887,2019,BALTIMORE CITY PUBLIC SCHOOLS,MULTICORP FIRE PROTECTION SERVICES LLC,21158,53540.56,NA,NA,MULTICORP FIRE PROTECTION SERVICES LLC,21158,MULTICORP FIRE PROTECTION SERVICES LLC,baltimore-city
888,2019,BALTIMORE CITY PUBLIC SCHOOLS,TRANSPERFECT TRANSLATIONS INTERNATIONAL INC,10016,53983.53,NA,NA,TRANSPERFECT TRANSLATIONS INTERNATIONAL INC,10016,TRANSPERFECT TRANSLATIONS INTERNATIONAL INC,baltimore-city
889,2019,BALTIMORE CITY PUBLIC SCHOOLS,SOLARWINDS WORLDWIDE LLC,75373,54475.96,NA,NA,SOLARWINDS WORLDWIDE LLC,75373,SOLARWINDS WORLDWIDE LLC,baltimore-city
890,2019,BALTIMORE CITY PUBLIC SCHOOLS,VALUEOPTIONS INC,30353,54721.88,NA,NA,VALUEOPTIONS INC,30353,VALUEOPTIONS INC,baltimore-city
891,2019,BALTIMORE CITY PUBLIC SCHOOLS,DREAM MANAGEMENT INC,21211,54825.25,NA,NA,DREAM MANAGEMENT INC,21211,DREAM MANAGEMENT INC,baltimore-city
892,2019,BALTIMORE CITY PUBLIC SCHOOLS,RAISING A READER,94065,55615,NA,NA,RAISING A READER,94065,RAISING A READER,baltimore-city
893,2019,BALTIMORE CITY PUBLIC SCHOOLS,THERAPY SOURCE INC,19462,55700.25,NA,NA,THERAPY SOURCE INC,19462,THERAPY SOURCE INC,baltimore-city
894,2019,BALTIMORE CITY PUBLIC SCHOOLS,COUNCIL OF THE GREAT CITY SCHOOLS,20004,55793,NA,NA,COUNCIL OF THE GREAT CITY SCHOOLS,20004,COUNCIL OF THE GREAT CITY SCHOOLS,baltimore-city
895,2019,BALTIMORE CITY PUBLIC SCHOOLS,MAGOTHY TECHNOLOGY LLC,21060,56621.34,NA,NA,MAGOTHY TECHNOLOGY LLC,21060,MAGOTHY TECHNOLOGY LLC,baltimore-city
896,2019,BALTIMORE CITY PUBLIC SCHOOLS,THE STEVE PEROUTKA LAW GROUP PA,21122,57810.53,NA,NA,THE STEVE PEROUTKA LAW GROUP PA,21122,THE STEVE PEROUTKA LAW GROUP PA,baltimore-city
897,2019,BALTIMORE CITY PUBLIC SCHOOLS,SCHOOL MART,21113,58646.01,NA,NA,SCHOOL MART,21113,SCHOOLMART,baltimore-city
898,2019,BALTIMORE CITY PUBLIC SCHOOLS,OXFORD UNIV PRESS INC,27513,58878.65,NA,NA,OXFORD UNIV PRESS INC,27513,OXFORD UNIVERSITY PRESS,baltimore-city
899,2019,BALTIMORE CITY PUBLIC SCHOOLS,DOROTHY L. HAWKINS,21215,59975.67,NA,NA,DOROTHY L HAWKINS,21215,DOROTHY L HAWKINS,baltimore-city
900,2019,BALTIMORE CITY PUBLIC SCHOOLS,SOUTHEAST COMMUNITY DEVELOPMENT CORP,21224,60000,NA,NA,SOUTHEAST COMMUNITY DEVELOPMENT CORP,21224,SOUTHEAST COMMUNITY DEVELOPMENT CORP,baltimore-city
901,2019,BALTIMORE CITY PUBLIC SCHOOLS,PROJECT LEAD THE WAY INC,46240,60303.55,NA,NA,PROJECT LEAD THE WAY INC,46240,PROJECT LEAD THE WAY,baltimore-city
